Month,WEEK,DT,RESTAURANT_ID,REST_NAME,CITY,AREA,TOTAL_ORDERS,GMV,MENU_SESSIONS,conversion_rate,month_year,day_of_week,is_weekend,week_from_date
2025-06-01,23,2025-06-03,47247,Brand F,Mumbai,Andheri West,12,10453.96324,66,0.18181818181818182,2025-06,Tuesday,0,23
2025-06-01,23,2025-06-04,47247,Brand F,Mumbai,Andheri West,11,7303.628682,52,0.21153846153846154,2025-06,Wednesday,0,23
2025-06-01,23,2025-06-05,47247,Brand F,Mumbai,Andheri West,13,8223.039843,58,0.22413793103448276,2025-06,Thursday,0,23
2025-06-01,23,2025-06-06,47247,Brand F,Mumbai,Andheri West,9,4609.500917,72,0.125,2025-06,Friday,0,23
2025-06-01,23,2025-06-07,47247,Brand F,Mumbai,Andheri West,23,22928.08517,92,0.25,2025-06,Saturday,1,23
2025-06-01,23,2025-06-08,47247,Brand F,Mumbai,Andheri West,23,13599.99129,88,0.26136363636363635,2025-06,Sunday,1,23
2025-06-01,24,2025-06-09,47247,Brand F,Mumbai,Andheri West,9,6092.312903,62,0.14516129032258066,2025-06,Monday,0,24
2025-06-01,24,2025-06-10,47247,Brand F,Mumbai,Andheri West,2,2345.963496,45,0.044444444444444446,2025-06,Tuesday,0,24
2025-06-01,24,2025-06-11,47247,Brand F,Mumbai,Andheri West,4,1546.200461,42,0.09523809523809523,2025-06,Wednesday,0,24
2025-06-01,24,2025-06-12,47247,Brand F,Mumbai,Andheri West,8,3495.999933,46,0.17391304347826086,2025-06,Thursday,0,24
2025-06-01,24,2025-06-13,47247,Brand F,Mumbai,Andheri West,10,7026.688899,52,0.19230769230769232,2025-06,Friday,0,24
2025-06-01,24,2025-06-14,47247,Brand F,Mumbai,Andheri West,14,8540.190348,86,0.16279069767441862,2025-06,Saturday,1,24
2025-06-01,24,2025-06-15,47247,Brand F,Mumbai,Andheri West,19,11852.70179,77,0.24675324675324675,2025-06,Sunday,1,24
2025-06-01,25,2025-06-16,47247,Brand F,Mumbai,Andheri West,10,7822.652799,48,0.20833333333333334,2025-06,Monday,0,25
2025-06-01,25,2025-06-17,47247,Brand F,Mumbai,Andheri West,8,5122.312935,66,0.12121212121212122,2025-06,Tuesday,0,25
2025-06-01,25,2025-06-18,47247,Brand F,Mumbai,Andheri West,11,6574.926409,55,0.2,2025-06,Wednesday,0,25
2025-06-01,25,2025-06-19,47247,Brand F,Mumbai,Andheri West,10,5462.800799,54,0.18518518518518517,2025-06,Thursday,0,25
2025-06-01,25,2025-06-20,47247,Brand F,Mumbai,Andheri West,13,8917.477756,73,0.1780821917808219,2025-06,Friday,0,25
2025-06-01,25,2025-06-21,47247,Brand F,Mumbai,Andheri West,20,11993.57786,74,0.2702702702702703,2025-06,Saturday,1,25
2025-06-01,25,2025-06-22,47247,Brand F,Mumbai,Andheri West,18,11550.63162,85,0.21176470588235294,2025-06,Sunday,1,25
2025-06-01,26,2025-06-23,47247,Brand F,Mumbai,Andheri West,16,9191.514546,56,0.2857142857142857,2025-06,Monday,0,26
2025-06-01,26,2025-06-24,47247,Brand F,Mumbai,Andheri West,6,3207.112943,63,0.09523809523809523,2025-06,Tuesday,0,26
2025-06-01,26,2025-06-25,47247,Brand F,Mumbai,Andheri West,8,4070.201195,55,0.14545454545454545,2025-06,Wednesday,0,26
2025-06-01,26,2025-06-26,47247,Brand F,Mumbai,Andheri West,11,6551.275897,75,0.14666666666666667,2025-06,Thursday,0,26
2025-06-01,26,2025-06-27,47247,Brand F,Mumbai,Andheri West,13,7736.513256,99,0.13131313131313133,2025-06,Friday,0,26
2025-06-01,26,2025-06-28,47247,Brand F,Mumbai,Andheri West,16,10615.80359,123,0.13008130081300814,2025-06,Saturday,1,26
2025-06-01,26,2025-06-29,47247,Brand F,Mumbai,Andheri West,29,20325.88039,127,0.2283464566929134,2025-06,Sunday,1,26
2025-06-01,27,2025-06-30,47247,Brand F,Mumbai,Andheri West,16,8327.214123,83,0.1927710843373494,2025-06,Monday,0,27
2025-07-01,27,2025-07-01,47247,Brand F,Mumbai,Andheri West,12,6422.714124,124,0.0967741935483871,2025-07,Tuesday,0,27
2025-07-01,27,2025-07-02,47247,Brand F,Mumbai,Andheri West,19,11892.30271,171,0.1111111111111111,2025-07,Wednesday,0,27
2025-07-01,27,2025-07-03,47247,Brand F,Mumbai,Andheri West,8,4059.75037,95,0.08421052631578947,2025-07,Thursday,0,27
2025-07-01,27,2025-07-04,47247,Brand F,Mumbai,Andheri West,29,17098.93948,200,0.145,2025-07,Friday,0,27
2025-07-01,27,2025-07-05,47247,Brand F,Mumbai,Andheri West,28,17741.77715,214,0.1308411214953271,2025-07,Saturday,1,27
2025-07-01,27,2025-07-06,47247,Brand F,Mumbai,Andheri West,33,23219.31839,235,0.14042553191489363,2025-07,Sunday,1,27
2025-07-01,28,2025-07-07,47247,Brand F,Mumbai,Andheri West,22,12132.44064,119,0.18487394957983194,2025-07,Monday,0,28
2025-07-01,28,2025-07-08,47247,Brand F,Mumbai,Andheri West,12,7385.389297,116,0.10344827586206896,2025-07,Tuesday,0,28
2025-07-01,28,2025-07-09,47247,Brand F,Mumbai,Andheri West,14,9890.838943,108,0.12962962962962962,2025-07,Wednesday,0,28
2025-07-01,28,2025-07-10,47247,Brand F,Mumbai,Andheri West,5,3374.926207,43,0.11627906976744186,2025-07,Thursday,0,28
2025-07-01,28,2025-07-11,47247,Brand F,Mumbai,Andheri West,24,15474.81418,127,0.1889763779527559,2025-07,Friday,0,28
2025-07-01,28,2025-07-12,47247,Brand F,Mumbai,Andheri West,31,23721.8306,162,0.19135802469135801,2025-07,Saturday,1,28
2025-07-01,28,2025-07-13,47247,Brand F,Mumbai,Andheri West,18,15546.57882,168,0.10714285714285714,2025-07,Sunday,1,28
2025-07-01,29,2025-07-14,47247,Brand F,Mumbai,Andheri West,13,7869.326993,118,0.11016949152542373,2025-07,Monday,0,29
2025-07-01,29,2025-07-15,47247,Brand F,Mumbai,Andheri West,12,6863.127293,131,0.0916030534351145,2025-07,Tuesday,0,29
2025-07-01,29,2025-07-16,47247,Brand F,Mumbai,Andheri West,20,12739.2637,198,0.10101010101010101,2025-07,Wednesday,0,29
2025-07-01,29,2025-07-17,47247,Brand F,Mumbai,Andheri West,8,5635.526223,64,0.125,2025-07,Thursday,0,29
2025-07-01,29,2025-07-18,47247,Brand F,Mumbai,Andheri West,24,13998.3281,131,0.183206106870229,2025-07,Friday,0,29
2025-07-01,29,2025-07-19,47247,Brand F,Mumbai,Andheri West,22,14824.52809,152,0.14473684210526316,2025-07,Saturday,1,29
2025-07-01,29,2025-07-20,47247,Brand F,Mumbai,Andheri West,28,21127.9015,201,0.13930348258706468,2025-07,Sunday,1,29
2025-07-01,30,2025-07-21,47247,Brand F,Mumbai,Andheri West,15,8677.740122,104,0.14423076923076922,2025-07,Monday,0,30
2025-07-01,30,2025-07-22,47247,Brand F,Mumbai,Andheri West,26,13857.48909,126,0.20634920634920634,2025-07,Tuesday,0,30
2025-07-01,30,2025-07-23,47247,Brand F,Mumbai,Andheri West,16,11582.39004,146,0.1095890410958904,2025-07,Wednesday,0,30
2025-07-01,30,2025-07-24,47247,Brand F,Mumbai,Andheri West,10,6656.514291,119,0.08403361344537816,2025-07,Thursday,0,30
2025-07-01,30,2025-07-25,47247,Brand F,Mumbai,Andheri West,30,20339.61909,152,0.19736842105263158,2025-07,Friday,0,30
2025-07-01,30,2025-07-26,47247,Brand F,Mumbai,Andheri West,19,13626.95259,160,0.11875,2025-07,Saturday,1,30
2025-07-01,30,2025-07-27,47247,Brand F,Mumbai,Andheri West,20,15576.75606,184,0.10869565217391304,2025-07,Sunday,1,30
2025-07-01,31,2025-07-28,47247,Brand F,Mumbai,Andheri West,15,9025.465577,102,0.14705882352941177,2025-07,Monday,0,31
2025-07-01,31,2025-07-29,47247,Brand F,Mumbai,Andheri West,19,10251.71408,100,0.19,2025-07,Tuesday,0,31
2025-07-01,31,2025-07-30,47247,Brand F,Mumbai,Andheri West,10,4728.112849,104,0.09615384615384616,2025-07,Wednesday,0,31
2025-07-01,31,2025-07-31,47247,Brand F,Mumbai,Andheri West,19,11827.89112,147,0.1292517006802721,2025-07,Thursday,0,31
2025-08-01,31,2025-08-01,47247,Brand F,Mumbai,Andheri West,25,16825.00732,144,0.1736111111111111,2025-08,Friday,0,31
2025-08-01,31,2025-08-02,47247,Brand F,Mumbai,Andheri West,23,18404.61978,160,0.14375,2025-08,Saturday,1,31
2025-08-01,31,2025-08-03,47247,Brand F,Mumbai,Andheri West,35,20707.10511,205,0.17073170731707318,2025-08,Sunday,1,31
2025-08-01,32,2025-08-04,47247,Brand F,Mumbai,Andheri West,19,9324.537068,130,0.14615384615384616,2025-08,Monday,0,32
2025-08-01,32,2025-08-05,47247,Brand F,Mumbai,Andheri West,18,10028.32666,117,0.15384615384615385,2025-08,Tuesday,0,32
2025-08-01,32,2025-08-06,47247,Brand F,Mumbai,Andheri West,16,10253.95242,100,0.16,2025-08,Wednesday,0,32
2025-08-01,32,2025-08-07,47247,Brand F,Mumbai,Andheri West,29,19152.3545,134,0.21641791044776118,2025-08,Thursday,0,32
2025-08-01,32,2025-08-08,47247,Brand F,Mumbai,Andheri West,17,13086.50079,130,0.13076923076923078,2025-08,Friday,0,32
2025-08-01,32,2025-08-09,47247,Brand F,Mumbai,Andheri West,32,22411.87376,180,0.17777777777777778,2025-08,Saturday,1,32
2025-08-01,32,2025-08-10,47247,Brand F,Mumbai,Andheri West,23,15453.70395,149,0.15436241610738255,2025-08,Sunday,1,32
2025-08-01,33,2025-08-11,47247,Brand F,Mumbai,Andheri West,11,6755.050872,112,0.09821428571428571,2025-08,Monday,0,33
2025-08-01,33,2025-08-12,47247,Brand F,Mumbai,Andheri West,11,6427.80087,96,0.11458333333333333,2025-08,Tuesday,0,33
2025-08-01,33,2025-08-13,47247,Brand F,Mumbai,Andheri West,13,9880.054243,107,0.12149532710280374,2025-08,Wednesday,0,33
2025-08-01,33,2025-08-14,47247,Brand F,Mumbai,Andheri West,21,18092.80463,134,0.15671641791044777,2025-08,Thursday,0,33
2025-08-01,33,2025-08-15,47247,Brand F,Mumbai,Andheri West,13,8020.711689,125,0.104,2025-08,Friday,0,33
2025-08-01,33,2025-08-16,47247,Brand F,Mumbai,Andheri West,26,21165.45567,193,0.13471502590673576,2025-08,Saturday,1,33
2025-08-01,33,2025-08-17,47247,Brand F,Mumbai,Andheri West,21,16038.65355,124,0.1693548387096774,2025-08,Sunday,1,33
2025-08-01,34,2025-08-18,47247,Brand F,Mumbai,Andheri West,16,7917.200855,113,0.1415929203539823,2025-08,Monday,0,34
2025-08-01,34,2025-08-19,47247,Brand F,Mumbai,Andheri West,17,11743.65136,153,0.1111111111111111,2025-08,Tuesday,0,34
2025-08-01,34,2025-08-20,47247,Brand F,Mumbai,Andheri West,21,13237.80242,131,0.16030534351145037,2025-08,Wednesday,0,34
2025-08-01,34,2025-08-21,47247,Brand F,Mumbai,Andheri West,14,7049.552041,125,0.112,2025-08,Thursday,0,34
2025-08-01,34,2025-08-22,47247,Brand F,Mumbai,Andheri West,16,9754.803568,105,0.1523809523809524,2025-08,Friday,0,34
2025-08-01,34,2025-08-23,47247,Brand F,Mumbai,Andheri West,33,22267.87452,134,0.2462686567164179,2025-08,Saturday,1,34
2025-08-01,34,2025-08-24,47247,Brand F,Mumbai,Andheri West,30,22901.80341,147,0.20408163265306123,2025-08,Sunday,1,34
2025-08-01,35,2025-08-25,47247,Brand F,Mumbai,Andheri West,16,11403.80249,95,0.16842105263157894,2025-08,Monday,0,35
2025-08-01,35,2025-08-26,47247,Brand F,Mumbai,Andheri West,23,12442.66241,112,0.20535714285714285,2025-08,Tuesday,0,35
2025-08-01,35,2025-08-27,47247,Brand F,Mumbai,Andheri West,20,13310.75242,142,0.14084507042253522,2025-08,Wednesday,0,35
2025-08-01,35,2025-08-28,47247,Brand F,Mumbai,Andheri West,28,16541.4528,145,0.19310344827586207,2025-08,Thursday,0,35
2025-08-01,35,2025-08-29,47247,Brand F,Mumbai,Andheri West,14,12442.00236,125,0.112,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,70556,Brand D,Mumbai,Bandra West,4,2662.315821,32,0.125,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,76509,Brand D,Mumbai,Malad Kan West,4,1860.760368,16,0.25,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,76512,Brand D,Mumbai,Marol Sakinaka,2,1139.959967,32,0.0625,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,184604,Brand G,Mumbai,Malad Kan East,58,23256.55477,293,0.19795221843003413,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,656170,Brand D,Mumbai,Chembur,3,978.1499842,24,0.125,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,668983,Brand D,Mumbai,Andheri West,1,739.5800047,18,0.05555555555555555,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,688993,Brand E,Mumbai,Marol Sakinaka,6,7955.501393,202,0.0297029702970297,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,783761,Brand D,Mumbai,CBD Belapur,1,425.4499937,13,0.07692307692307693,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,880733,Brand C,Mumbai,Vashi,4,1396.849993,47,0.0851063829787234,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,974354,Brand B,Mumbai,Mulund,13,3754.063218,89,0.14606741573033707,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,974356,Brand B,Mumbai,Powai,21,7904.314275,111,0.1891891891891892,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,1037606,Brand A,Mumbai,Andheri East,75,28507.14638,370,0.20270270270270271,2025-08,Friday,0,35
2025-08-01,35,2025-08-29,1074224,Brand D,Mumbai,Matunga Wadala,3,3893.140414,10,0.3,2025-08,Friday,0,35
2025-08-01,35,2025-08-30,47247,Brand F,Mumbai,Andheri West,38,28458.50617,162,0.2345679012345679,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,70556,Brand D,Mumbai,Bandra West,3,2185.615827,23,0.13043478260869565,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,76508,Brand D,Mumbai,Lower Parel Worli,1,414.949992,17,0.058823529411764705,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,76509,Brand D,Mumbai,Malad Kan West,3,1850.129954,11,0.2727272727272727,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,76512,Brand D,Mumbai,Marol Sakinaka,2,1982.700006,19,0.10526315789473684,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,83864,Brand D,Mumbai,Borivali,2,1052.299981,13,0.15384615384615385,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,184604,Brand G,Mumbai,Malad Kan East,61,26500.24097,321,0.19003115264797507,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,656170,Brand D,Mumbai,Chembur,6,2823.364992,42,0.14285714285714285,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,668983,Brand D,Mumbai,Andheri West,1,735.5099729,9,0.1111111111111111,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,688993,Brand E,Mumbai,Marol Sakinaka,6,5779.551005,178,0.033707865168539325,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,783761,Brand D,Mumbai,CBD Belapur,2,1344.825382,18,0.1111111111111111,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,880733,Brand C,Mumbai,Vashi,4,1934.375364,47,0.0851063829787234,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,974354,Brand B,Mumbai,Mulund,15,4713.021088,84,0.17857142857142858,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,974356,Brand B,Mumbai,Powai,16,4363.014316,115,0.1391304347826087,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,1037606,Brand A,Mumbai,Andheri East,78,37462.10961,335,0.23283582089552238,2025-08,Saturday,1,35
2025-08-01,35,2025-08-30,1074224,Brand D,Mumbai,Matunga Wadala,2,991.9499909,7,0.2857142857142857,2025-08,Saturday,1,35
2025-08-01,35,2025-08-31,47247,Brand F,Mumbai,Andheri West,36,27603.95651,179,0.2011173184357542,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,70556,Brand D,Mumbai,Bandra West,2,376.9499937,21,0.09523809523809523,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,76508,Brand D,Mumbai,Lower Parel Worli,1,225.969998,20,0.05,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,76512,Brand D,Mumbai,Marol Sakinaka,3,1403.809985,20,0.15,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,83864,Brand D,Mumbai,Borivali,3,1145.949988,29,0.10344827586206896,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,184604,Brand G,Mumbai,Malad Kan East,93,41728.36203,421,0.2209026128266033,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,656170,Brand D,Mumbai,Chembur,3,1657.090909,41,0.07317073170731707,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,668983,Brand D,Mumbai,Andheri West,2,1443.510512,4,0.5,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,688993,Brand E,Mumbai,Marol Sakinaka,4,4077.850654,114,0.03508771929824561,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,880733,Brand C,Mumbai,Vashi,4,1898.620028,46,0.08695652173913043,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,974354,Brand B,Mumbai,Mulund,26,8279.178019,143,0.18181818181818182,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,974356,Brand B,Mumbai,Powai,34,13114.18319,143,0.23776223776223776,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,1037606,Brand A,Mumbai,Andheri East,79,32877.02652,393,0.2010178117048346,2025-08,Sunday,1,35
2025-08-01,35,2025-08-31,1074224,Brand D,Mumbai,Matunga Wadala,5,2362.249953,22,0.22727272727272727,2025-08,Sunday,1,35
